"access_restricted","site__001","site__002","original_format__-","contributor__001","contributor__002","contributor__003","id","partof__001","partof__002","partof__003","partof__004","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","index","group__001","group__002","group__003","title","segments__url","segments__count","segments__link","online_format__-","location__001","location__002","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","extract_timestamp","date","shelf_id","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012"
"False","performingarts","","notated music","blodgett, j. r.","","","http://www.loc.gov/item/ihas.200033353/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","135","ihas/mets","performingarts","","The  baseball polka","https://www.loc.gov/resource/ihas.200033353.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033353.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   4 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:47.899Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033353","","","https://www.loc.gov/item/ihas.200033353/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033353/0001.tif/207","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033353/0001.tif/207#h=269&w=207","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033353/0001.tif/1660#h=2157&w=1660","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033353/0001.tif/3320#h=4315&w=3320","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033353/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033353/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033353","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033353))","http://www.loc.gov/item/ihas.200033353/","http://www.loc.gov/resource/ihas.200033353.0/","http://www.loc.gov/item/ihas.200033353","http://www.loc.gov/resource/ihas.200033353","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033353))","","",""
"False","performingarts","","notated music","coward, noel","doris, doris","","http://www.loc.gov/item/ihas.200033354/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","136","ihas/mets","performingarts","","The  baseball rag","https://www.loc.gov/resource/ihas.200033354.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033354.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   6 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:47.899Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033354","","","https://www.loc.gov/item/ihas.200033354/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033354/0001.tif/196","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033354/0001.tif/196#h=267&w=196","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033354/0001.tif/1574#h=2140&w=1574","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033354/0001.tif/3149#h=4281&w=3149","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033354/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033354/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033354","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033354))","http://www.loc.gov/item/ihas.200033354/","http://www.loc.gov/resource/ihas.200033354.0/","http://www.loc.gov/item/ihas.200033354","http://www.loc.gov/resource/ihas.200033354","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033354))","","",""
"False","performingarts","","notated music","mullen, m.","","","http://www.loc.gov/item/ihas.200033355/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","137","ihas/mets","performingarts","","The  baseball song","https://www.loc.gov/resource/ihas.200033355.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033355.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   4 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:47.899Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033355","","","https://www.loc.gov/item/ihas.200033355/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033355/0001.tif/206","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033355/0001.tif/206#h=269&w=206","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033355/0001.tif/1653#h=2157&w=1653","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033355/0001.tif/3307#h=4314&w=3307","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033355/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033355/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033355","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033355))","http://www.loc.gov/item/ihas.200033355/","http://www.loc.gov/resource/ihas.200033355.0/","http://www.loc.gov/item/ihas.200033355","http://www.loc.gov/resource/ihas.200033355","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033355))","","",""
"False","performingarts","","notated music","sieffert, anna","","","http://www.loc.gov/item/ihas.200033356/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","138","ihas/mets","performingarts","","The  baseball team","https://www.loc.gov/resource/ihas.200033356.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033356.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   5 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:47.899Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033356","","","https://www.loc.gov/item/ihas.200033356/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033356/0001.tif/209","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033356/0001.tif/209#h=264&w=209","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033356/0001.tif/1678#h=2115&w=1678","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033356/0001.tif/3356#h=4231&w=3356","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033356/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033356/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033356","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033356))","http://www.loc.gov/item/ihas.200033356/","http://www.loc.gov/resource/ihas.200033356.0/","http://www.loc.gov/item/ihas.200033356","http://www.loc.gov/resource/ihas.200033356","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033356))","","",""
"False","performingarts","","notated music","davis, l. c.","kunkel, charles","","http://www.loc.gov/item/ihas.200033357/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","139","ihas/mets","performingarts","","Baseball vs. opera Want to see big Mike McGee and Houlihan play ball","https://www.loc.gov/resource/ihas.200033357.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033357.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   6 p., 5 x7 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:47.899Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033357","","","https://www.loc.gov/item/ihas.200033357/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033357/0001.tif/279","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033357/0001.tif/279#h=202&w=279","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033357/0001.tif/1119#h=810&w=1119","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033357/0001.tif/2238#h=1620&w=2238","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033357/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033357/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033357","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033357))","http://www.loc.gov/item/ihas.200033357/","http://www.loc.gov/resource/ihas.200033357.0/","http://www.loc.gov/item/ihas.200033357","http://www.loc.gov/resource/ihas.200033357","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033357))","","",""
"False","performingarts","","notated music","johnson, m. c.","max","","http://www.loc.gov/item/ihas.200033358/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","140","ihas/mets","performingarts","","The  bat and the ball","https://www.loc.gov/resource/ihas.200033358.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033358.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   4 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:47.899Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033358","","","https://www.loc.gov/item/ihas.200033358/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033358/0001.tif/207","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033358/0001.tif/207#h=268&w=207","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033358/0001.tif/1662#h=2149&w=1662","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033358/0001.tif/3324#h=4299&w=3324","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033358/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033358/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033358","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033358))","http://www.loc.gov/item/ihas.200033358/","http://www.loc.gov/resource/ihas.200033358.0/","http://www.loc.gov/item/ihas.200033358","http://www.loc.gov/resource/ihas.200033358","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033358))","","",""
"False","performingarts","","notated music","evers, johnny","tinker, joe","","http://www.loc.gov/item/ihas.200033359/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","141","ihas/mets","performingarts","","Between you and me","https://www.loc.gov/resource/ihas.200033359.0/","8","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033359.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   8 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:47.899Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033359","","","https://www.loc.gov/item/ihas.200033359/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033359/0001.tif/205","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033359/0001.tif/205#h=268&w=205","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033359/0001.tif/1644#h=2147&w=1644","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033359/0001.tif/3289#h=4294&w=3289","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033359/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033359/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033359","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033359))","http://www.loc.gov/item/ihas.200033359/","http://www.loc.gov/resource/ihas.200033359.0/","http://www.loc.gov/item/ihas.200033359","http://www.loc.gov/resource/ihas.200033359","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033359))","","",""
"False","performingarts","","notated music","coveney, j. ignatius","","","http://www.loc.gov/item/ihas.200033360/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","142","ihas/mets","performingarts","","Boston Americans march","https://www.loc.gov/resource/ihas.200033360.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033360.0/&fo=json&sb=shelf-id&st=gallery","image","massachusetts","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   6 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:47.899Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033360","","","https://www.loc.gov/item/ihas.200033360/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033360/0001.tif/204","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033360/0001.tif/204#h=265&w=204","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033360/0001.tif/1636#h=2123&w=1636","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033360/0001.tif/3272#h=4246&w=3272","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033360/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033360/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033360","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033360))","http://www.loc.gov/item/ihas.200033360/","http://www.loc.gov/resource/ihas.200033360.0/","http://www.loc.gov/item/ihas.200033360","http://www.loc.gov/resource/ihas.200033360","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033360))","","",""
"False","performingarts","","notated music","thayer, ernest lawrence","homer, sidney","","http://www.loc.gov/item/ihas.200033361/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","143","ihas/mets","performingarts","","Casey at the bat","https://www.loc.gov/resource/ihas.200033361.0/","20","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033361.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   20 p., 9 x 12 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:47.899Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033361","","","https://www.loc.gov/item/ihas.200033361/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033361/0001.tif/177","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033361/0001.tif/177#h=229&w=177","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033361/0001.tif/1419#h=1836&w=1419","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033361/0001.tif/2838#h=3673&w=2838","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033361/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033361/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033361","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033361))","http://www.loc.gov/item/ihas.200033361/","http://www.loc.gov/resource/ihas.200033361.0/","http://www.loc.gov/item/ihas.200033361","http://www.loc.gov/resource/ihas.200033361","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033361))","","",""
"False","performingarts","","notated music","hurley, william d.","scott, genevieve","","http://www.loc.gov/item/ihas.200033362/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","144","ihas/mets","performingarts","","The  champs of 1912","https://www.loc.gov/resource/ihas.200033362.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033362.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   6 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:47.899Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033362","","","https://www.loc.gov/item/ihas.200033362/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033362/0001.tif/214","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033362/0001.tif/214#h=265&w=214","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033362/0001.tif/1718#h=2125&w=1718","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033362/0001.tif/3437#h=4251&w=3437","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033362/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033362/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033362","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033362))","http://www.loc.gov/item/ihas.200033362/","http://www.loc.gov/resource/ihas.200033362.0/","http://www.loc.gov/item/ihas.200033362","http://www.loc.gov/resource/ihas.200033362","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033362))","","",""
