"location_w__001","location_w__002","location_w__003","contributor_w__-","access_restricted","original_format__001","original_format__002","original_format__003","contributor__001","contributor__002","contributor__003","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","index","number__-","group__001","group__002","group__003","group__004","group__005","group__006","title","online_format__001","online_format__002","mime_type__001","mime_type__002","mime_type__003","mime_type__004","mime_type__005","location__001","location__002","number_former_id__-","location__003","location__004","digitized","description__-","timestamp","site__001","site__002","site__003","extract_timestamp","date","shelf_id","count","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014","aka__015","dates__-","language__-","url","items","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","image_url__005","partof_w__001","partof_w__002","partof_w__003","partof_w__004","partof_w__005","subject_w__001","subject_w__002","subject_w__003","subject_w__004","subject_w__005","subject_w__006","subject_w__007","subject_w__008","subject_w__009","subject_w__010"
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1962-to-1972/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","56","","cms","managed-content","","","","","1962 to 1972 - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","The Baseball Hall of Fame     Cover from program for Southern Christian Leadership Conference Hall of Fame dinner honoring Jackie Robinson, July 20, 1962, Waldorf-Astoria, New York City. (Library of Congress, Manuscript Division, Arthur Mann Papers. Reproduced with permission from the SCLC.)  Robinson was elected to the Baseball Hall of Fame in 1962, his first  year of eligibility. (A player must be retired from baseball for five  years to be considered.) His forceful spirit inspired both his playing  on the field and his civil rights work afterwards. Some young militants  criticized Robinson's ties to Republicans, while Robinson in turn  criticized the NAACP for failing to include younger voices. As described  in his 1972 autobiography,  I Never Had It Made, Jackie Robinson became disillusioned with the continued lack of  opportunity for blacks. In the 1970s, Robinson's health began to  deteriorate rapidly. (He had learned in 1957 that he had diabetes.)","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1962-to-1972/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1962-to-1972/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/1962-to-1972/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/halloffame.jpg","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/baseball-game-program-for-kansas-city-monarchs-and-indianapolis-clowns/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","57","","cms","managed-content","","","","","Baseball Game Program for Kansas City Monarchs and Indianapolis Clowns - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","This program contains ""interesting facts about Negro League  Baseball,"" portraits of players (including three women), profiles of  managers and owners, and ""Baseball Banter"" by Ed Hamman. In the 1950s,  the Indianapolis Clowns and the Kansas City Monarchs emphasized  showmanship and entertainment, which had long been elements in Negro  League ball.","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/baseball-game-program-for-kansas-city-monarchs-and-indianapolis-clowns/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/baseball-game-program-for-kansas-city-monarchs-and-indianapolis-clowns/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/baseball-game-program-for-kansas-city-monarchs-and-indianapolis-clowns/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/program-cover.jpg","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/citation-for-jackie-robinson/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","58","","cms","managed-content","","","","","Citation for Jackie Robinson - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","web page","","application/json","text/html","","","","","","","","","True","41st Spingarn Medalist, December 8, 1956  (Text from the NAACP Records, Manuscript Division, Library of Congress)   For additional information on the NAACP Records, you can leave this site and read a summary catalog record for the collection.","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/citation-for-jackie-robinson/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/citation-for-jackie-robinson/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/citation-for-jackie-robinson/","","False","","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/did-you-see-jackie-robinson-hit-that-ball/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","59","","cms","managed-content","","","","","""Did You See Jackie Robinson Hit That Ball?"" - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","Words and music by Woodrow Buddy Johnson, June 1949. (Library of Congress, Music Division - EU 169446)","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/did-you-see-jackie-robinson-hit-that-ball/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/did-you-see-jackie-robinson-hit-that-ball/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/did-you-see-jackie-robinson-hit-that-ball/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/song1.jpg","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/hall-of-fame/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","60","","cms","managed-content","","","","","Hall of Fame - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","Cover and selected pages from program for Southern Christian Leadership Conference Hall of Fame dinner honoring Jackie Robinson, July 20, 1962, Waldorf-Astoria, New York City.   Library of Congress, Manuscript Division, Arthur Mann Papers. Reproduced with permission from the SCLC.)  For additional information on the Mann Papers you can leave this site and read a summary catalog record for the collection.)","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/hall-of-fame/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/hall-of-fame/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/hall-of-fame/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/halloffame1.jpg","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/meet-the-press/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","61","","cms","managed-content","","","","","""Meet the Press"" - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","web page","","application/json","text/html","","","","","","","","","True","Trascript of television and radio broadcast Program produced by Lawrence Spivak for the National Broadcasting Company, Sunday, April 14, 1957.  Published by National Publishing Company, Washington, D.C., vol. 1, no. 15.  (Library of Congress, Manuscript Division, Lawrence Spivak Papers)","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/meet-the-press/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/meet-the-press/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/meet-the-press/","","False","","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/one-hundred-percent-wrong-club-speech/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","62","","cms","managed-content","","","","","""One Hundred Percent Wrong Club"" Speech - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","web page","","application/json","text/html","","","","","","","","","True","Speech by Branch Rickey for the ""One Hundred Percent Wrong Club"" banquet, Atlanta, Georgia, January 20, 1956. Broadcast on WERD 860 AM radio.  (Library of Congress, Manuscript Division, Branch Rickey Papers)","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/one-hundred-percent-wrong-club-speech/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/one-hundred-percent-wrong-club-speech/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/one-hundred-percent-wrong-club-speech/","","False","","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/the-jackie-robinson-story/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","63","","cms","managed-content","","","","","""The Jackie Robinson Story"" - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","Script Excerpt and Additional Lobby Card Images  The screenplay is in the Arthur Mann Papers, Manuscript Division,  Library of Congress. (For additional information on the Arthur Mann  Papers, you can leave this site and read a summary catalog record for the collection. )","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/the-jackie-robinson-story/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/the-jackie-robinson-story/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/the-jackie-robinson-story/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/lobbycard1.jpg","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/transcript-of-interview-with-branch-rickey-by-david-j-walsh/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","64","","cms","managed-content","","","","","Transcript of interview with Branch Rickey by Davis J. Walsh - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","web page","","application/json","text/html","","","","","","","","","True","[1955?] (Library of Congress, Manuscript Division, Branch Rickey Papers)","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/transcript-of-interview-with-branch-rickey-by-david-j-walsh/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/transcript-of-interview-with-branch-rickey-by-david-j-walsh/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/transcript-of-interview-with-branch-rickey-by-david-j-walsh/","","False","","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/transcription-of-letter-from-jackie-robinson-to-branch-rickey/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","65","","cms","managed-content","","","","","Transcription of Letter from Jackie Robinson to Branch Rickey - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","web page","","application/json","text/html","","","","","","","","","True","July 13, 1946 (Library of Congress, Manuscript Division, Branch Rickey Papers)","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/transcription-of-letter-from-jackie-robinson-to-branch-rickey/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/transcription-of-letter-from-jackie-robinson-to-branch-rickey/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/baseball-the-color-line-and-jackie-robinson/transcription-of-letter-from-jackie-robinson-to-branch-rickey/","","False","","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","66","","cms","managed-content","","","","","Early Baseball Pictures, 1860s to 1920s - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","Library of Congress staff selected this sampler of thirty-four images  related to early baseball (1860s-1920s) from various files and  collections in the Prints and Photographs Division. The factors that  guided image selection included showing interesting games, some famous  players, a variety of teams, different types of pictorial formats, and  images with no copyright restrictions.","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/UnionPrisoners.gif","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/baseball-beginnings/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","67","","cms","managed-content","","","","","Baseball Beginnings - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","In The Book of American Pastimes (New York: The Author, 1866),  Charles A.Peverelly wrote: ""The game of Base Ball has now become beyond  question the leading feature of the out-door sports of the United States  ... It is a game which is peculiarly suited to the American temperament  and disposition; the nine innings are played in the brief space of two  and one half hours, or less. From the moment the first striker takes his  position, and poises his bat, it has an excitement and vim about it ...  in short, the pastime suits the people, and the people suit the  pastime.""","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/baseball-beginnings/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/baseball-beginnings/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/baseball-beginnings/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/UnionPrisoners.gif","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/game-day-in-the-majors/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","68","","cms","managed-content","","","","","Game Day in the Majors - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","This sampler of baseball images conveys the experience of attending a  major league game about 1910 to 1920: from waiting in line and buying  hot dogs, to viewing a game in a large stadium, or from a perch on a  pole. Although different cities and teams appear in the photographs,  many relate to New York City, where the photographer, the Bain News  Service, had its headquarters.","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/game-day-in-the-majors/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/game-day-in-the-majors/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/game-day-in-the-majors/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/crowds.gif","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/major-league-teams-and-games/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","69","","cms","managed-content","","","","","Major League Teams and Games - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","This last game of the 1905 World Series featured two future Hall of  Fame pitchers at the Polo Grounds in New York City. Christy Mathewson of  the New York Giants faced Philadelphia Athletics Chief Bender and won  by throwing his third shutout of the Series.","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/major-league-teams-and-games/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/major-league-teams-and-games/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/major-league-teams-and-games/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/wambsganss.gif","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/non-major-league-baseball/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","70","","cms","managed-content","","","","","Non-Major League Baseball - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","Silver Lake, about five miles from Akron, Ohio, became a popular resort in the late 1800s after a rail link connected it to Akron and Columbus. The resort featured a zoo, dance hall, roller coaster (right background), and ball field.","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/non-major-league-baseball/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/non-major-league-baseball/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/non-major-league-baseball/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/waseda-university.jpg","","","","","","","","","","","","","","","","","","",""
"","","","","False","web page","","","","","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/players/","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","","","","","","","","","","","","","","","","","","71","","cms","managed-content","","","","","Players - By Popular Demand: Jackie Robinson and Other Baseball Highlights, 1860s-1960s","image","web page","application/json","image/jpg","text/html","","","","","","","","True","Ty Cobb, Detroit, and Joe Jackson, Cleveland, standing alongside each other, holding bats. Photographic print, copyright 1913. (Library of Congress, Prints and Photographs Division. Reproduction number: LC-USZ62-97880 (b&w))  Two of the greatest hitters the game has known appear in this  photograph. Over a twenty-four year career, Ty Cobb compiled a .367  batting average. Jackson, who was traded to the White Sox in 1915,  averaged .356. Jackson's career lasted only thirteen years. Commissioner  Kennesaw Mountain Landis banned Jackson from baseball for his  involvement in the 1919 conspiracy to throw the World Series, since  known as the Black Sox Scandal.","2018-06-21T06:55:49.981Z","cms","","","2018-06-21T06:40:26.873Z","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/players/","","http://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/players/","","","","","","","","","","","","","","","","english","https://www.loc.gov/collections/jackie-robinson-baseball/articles-and-essays/early-baseball-pictures-1860s-to-1920s/players/","","False","//www.loc.gov/collections/static/jackie-robinson-baseball/images/joejackson.gif","","","","","","","","","","","","","","","","","","",""
