"access_restricted","original_format__-","contributor__-","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","index","group__001","group__002","group__003","group__004","title","online_format__-","location__001","location__002","number_former_id__-","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","site__001","site__002","extract_timestamp","date","number__-","shelf_id","other_title__-","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","image_url__005","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014","aka__015","aka__016"
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678029/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","callahan, nixey (team member)","chicago white sox","chicago","american league","left fielder","baseball cards","relief prints","color","","","","","1761","bbc","catalog","baseball-cards","","[John James Callahan, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 122 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678029/","False","//cdn.loc.gov/service/pnp/bbc/1800/1860/1862f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1860/1862f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1860/1862ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1860/1862fr.jpg#h=640&w=356","//cdn.loc.gov/service/pnp/bbc/1800/1860/1862fv.jpg#h=1024&w=569","http://www.loc.gov/pictures/collection/bbc/item/2008678029/","http://hdl.loc.gov/loc.pnp/bbc.1862b","http://www.loc.gov/item/2008678029/","http://www.loc.gov/pictures/item/2008678029/","http://hdl.loc.gov/loc.pnp/bbc.1862f","http://www.loc.gov/resource/bbc.1862f/","http://www.loc.gov/resource/bbc.1862b/","http://lccn.loc.gov/2008678029","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678030/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","collins, john (team member)","chicago white sox","chicago","american league","baseball cards","relief prints","color","","","","","","1762","bbc","catalog","baseball-cards","","[John Collins, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 123 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678030/","False","//cdn.loc.gov/service/pnp/bbc/1800/1860/1863f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1860/1863f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1860/1863ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1860/1863fr.jpg#h=640&w=353","//cdn.loc.gov/service/pnp/bbc/1800/1860/1863fv.jpg#h=1024&w=565","http://www.loc.gov/pictures/collection/bbc/item/2008678030/","http://hdl.loc.gov/loc.pnp/bbc.1863b","http://www.loc.gov/item/2008678030/","http://www.loc.gov/pictures/item/2008678030/","http://hdl.loc.gov/loc.pnp/bbc.1863f","http://www.loc.gov/resource/bbc.1863f/","http://www.loc.gov/resource/bbc.1863b/","http://lccn.loc.gov/2008678030","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678031/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","fournier, jack (team member)","chicago white sox","chicago","american league","first baseman","baseball cards","relief prints","color","","","","","1763","bbc","catalog","baseball-cards","","[Jaques Fournier, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 124 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678031/","False","//cdn.loc.gov/service/pnp/bbc/1800/1860/1864f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1860/1864ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1860/1864f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1800/1860/1864fr.jpg#h=640&w=356","//cdn.loc.gov/service/pnp/bbc/1800/1860/1864fv.jpg#h=1024&w=570","http://www.loc.gov/pictures/collection/bbc/item/2008678031/","http://hdl.loc.gov/loc.pnp/bbc.1864b","http://www.loc.gov/item/2008678031/","http://www.loc.gov/pictures/item/2008678031/","http://hdl.loc.gov/loc.pnp/bbc.1864f","http://www.loc.gov/resource/bbc.1864f/","http://www.loc.gov/resource/bbc.1864b/","http://lccn.loc.gov/2008678031","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678032/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","kuhn, walt (team member)","chicago white sox","chicago","american league","catcher","baseball cards","relief prints","color","","","","","1764","bbc","catalog","baseball-cards","","[Red Kuhn, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 125 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678032/","False","//cdn.loc.gov/service/pnp/bbc/1800/1860/1865f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1860/1865f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1800/1860/1865ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1800/1860/1865fr.jpg#h=640&w=364","//cdn.loc.gov/service/pnp/bbc/1800/1860/1865fv.jpg#h=1024&w=582","http://www.loc.gov/pictures/collection/bbc/item/2008678032/","http://hdl.loc.gov/loc.pnp/bbc.1865b","http://www.loc.gov/item/2008678032/","http://www.loc.gov/pictures/item/2008678032/","http://hdl.loc.gov/loc.pnp/bbc.1865f","http://www.loc.gov/resource/bbc.1865f/","http://www.loc.gov/resource/bbc.1865b/","http://lccn.loc.gov/2008678032","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678033/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","frank lange (team member)","chicago white sox","chicago","american league","pitcher","baseball cards","relief prints","color","","","","","1765","bbc","catalog","baseball-cards","","[F. H. (Bill) Lange, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 126 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678033/","False","//cdn.loc.gov/service/pnp/bbc/1800/1860/1866f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1860/1866f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1800/1860/1866ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1800/1860/1866fr.jpg#h=640&w=351","//cdn.loc.gov/service/pnp/bbc/1800/1860/1866fv.jpg#h=1024&w=561","http://www.loc.gov/pictures/collection/bbc/item/2008678033/","http://hdl.loc.gov/loc.pnp/bbc.1866b","http://www.loc.gov/item/2008678033/","http://www.loc.gov/pictures/item/2008678033/","http://hdl.loc.gov/loc.pnp/bbc.1866f","http://www.loc.gov/resource/bbc.1866f/","http://www.loc.gov/resource/bbc.1866b/","http://lccn.loc.gov/2008678033","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678034/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","lord, harry (team member)","chicago white sox","chicago","american league","third baseman","baseball cards","relief prints","color","","","","","1766","bbc","catalog","baseball-cards","","[Harry Lord, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 127 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678034/","False","//cdn.loc.gov/service/pnp/bbc/1800/1860/1867f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1860/1867f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1860/1867ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1860/1867fr.jpg#h=640&w=355","//cdn.loc.gov/service/pnp/bbc/1800/1860/1867fv.jpg#h=1024&w=569","http://www.loc.gov/pictures/collection/bbc/item/2008678034/","http://hdl.loc.gov/loc.pnp/bbc.1867b","http://www.loc.gov/item/2008678034/","http://www.loc.gov/pictures/item/2008678034/","http://hdl.loc.gov/loc.pnp/bbc.1867f","http://www.loc.gov/resource/bbc.1867f/","http://www.loc.gov/resource/bbc.1867b/","http://lccn.loc.gov/2008678034","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678035/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mcintyre, matty (team member)","chicago white sox","chicago","american league","right fielder","baseball cards","relief prints","color","","","","","1767","bbc","catalog","baseball-cards","","[Matthew McIntyre, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 128 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678035/","False","//cdn.loc.gov/service/pnp/bbc/1800/1860/1868f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1860/1868f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1860/1868ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1860/1868fr.jpg#h=640&w=353","//cdn.loc.gov/service/pnp/bbc/1800/1860/1868fv.jpg#h=1024&w=564","http://www.loc.gov/pictures/collection/bbc/item/2008678035/","http://hdl.loc.gov/loc.pnp/bbc.1868b","http://www.loc.gov/item/2008678035/","http://www.loc.gov/pictures/item/2008678035/","http://hdl.loc.gov/loc.pnp/bbc.1868f","http://www.loc.gov/resource/bbc.1868f/","http://www.loc.gov/resource/bbc.1868b/","http://lccn.loc.gov/2008678035","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678036/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mogridge, george (team member)","chicago white sox","chicago","american league","pitcher","baseball cards","relief prints","color","","","","","1768","bbc","catalog","baseball-cards","","[Geo. Mogridge, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 129 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678036/","False","//cdn.loc.gov/service/pnp/bbc/1800/1860/1869f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1860/1869f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1800/1860/1869ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1800/1860/1869fr.jpg#h=640&w=349","//cdn.loc.gov/service/pnp/bbc/1800/1860/1869fv.jpg#h=1024&w=559","http://www.loc.gov/pictures/collection/bbc/item/2008678036/","http://hdl.loc.gov/loc.pnp/bbc.1869b","http://www.loc.gov/item/2008678036/","http://www.loc.gov/pictures/item/2008678036/","http://hdl.loc.gov/loc.pnp/bbc.1869f","http://www.loc.gov/resource/bbc.1869f/","http://www.loc.gov/resource/bbc.1869b/","http://lccn.loc.gov/2008678036","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677961/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","tyler, lefty (team member)","boston braves","boston","national league","pitcher","baseball cards","relief prints","color","","","","","1769","bbc","catalog","baseball-cards","","[George Tyler, Boston Braves, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 13 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677961/","False","//cdn.loc.gov/service/pnp/bbc/1700/1750/1753f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1750/1753f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1700/1750/1753ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1700/1750/1753fr.jpg#h=640&w=349","//cdn.loc.gov/service/pnp/bbc/1700/1750/1753fv.jpg#h=1024&w=558","http://www.loc.gov/pictures/collection/bbc/item/2008677961/","http://hdl.loc.gov/loc.pnp/bbc.1753b","http://www.loc.gov/item/2008677961/","http://www.loc.gov/pictures/item/2008677961/","http://hdl.loc.gov/loc.pnp/bbc.1753f","http://www.loc.gov/resource/bbc.1753f/","http://www.loc.gov/resource/bbc.1753b/","http://lccn.loc.gov/2008677961","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678037/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","peters, rube (team member)","chicago white sox","chicago","american league","pitcher","baseball cards","relief prints","color","","","","","1770","bbc","catalog","baseball-cards","","[O. C. Peters, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 130 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678037/","False","//cdn.loc.gov/service/pnp/bbc/1800/1870/1870f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1870/1870f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1870/1870ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1870/1870fr.jpg#h=640&w=353","//cdn.loc.gov/service/pnp/bbc/1800/1870/1870fv.jpg#h=1024&w=566","http://www.loc.gov/pictures/collection/bbc/item/2008678037/","http://hdl.loc.gov/loc.pnp/bbc.1870b","http://www.loc.gov/item/2008678037/","http://www.loc.gov/pictures/item/2008678037/","http://hdl.loc.gov/loc.pnp/bbc.1870f","http://www.loc.gov/resource/bbc.1870f/","http://www.loc.gov/resource/bbc.1870b/","http://lccn.loc.gov/2008678037","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678038/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","rath, morrie (team member)","chicago white sox","chicago","american league","second baseman","baseball cards","relief prints","color","","","","","1771","bbc","catalog","baseball-cards","","[Morris Rath, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 131 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678038/","False","//cdn.loc.gov/service/pnp/bbc/1800/1870/1871f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1870/1871f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1870/1871ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1870/1871fr.jpg#h=640&w=355","//cdn.loc.gov/service/pnp/bbc/1800/1870/1871fv.jpg#h=1024&w=568","http://www.loc.gov/pictures/collection/bbc/item/2008678038/","http://hdl.loc.gov/loc.pnp/bbc.1871b","http://www.loc.gov/item/2008678038/","http://www.loc.gov/pictures/item/2008678038/","http://hdl.loc.gov/loc.pnp/bbc.1871f","http://www.loc.gov/resource/bbc.1871f/","http://www.loc.gov/resource/bbc.1871b/","http://lccn.loc.gov/2008678038","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678039/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","scott, jim (team member)","chicago white sox","chicago","american league","pitcher","baseball cards","relief prints","color","","","","","1772","bbc","catalog","baseball-cards","","[Jim Scott, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 132 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678039/","False","//cdn.loc.gov/service/pnp/bbc/1800/1870/1872f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1870/1872f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1870/1872ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1870/1872fr.jpg#h=640&w=353","//cdn.loc.gov/service/pnp/bbc/1800/1870/1872fv.jpg#h=1024&w=564","http://www.loc.gov/pictures/collection/bbc/item/2008678039/","http://hdl.loc.gov/loc.pnp/bbc.1872b","http://www.loc.gov/item/2008678039/","http://www.loc.gov/pictures/item/2008678039/","http://hdl.loc.gov/loc.pnp/bbc.1872f","http://www.loc.gov/resource/bbc.1872f/","http://www.loc.gov/resource/bbc.1872b/","http://lccn.loc.gov/2008678039","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678040/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","sullivan, billy (team member)","chicago white sox","chicago","american league","catcher","baseball cards","relief prints","color","","","","","1773","bbc","catalog","baseball-cards","","[William Sullivan, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 133 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678040/","False","//cdn.loc.gov/service/pnp/bbc/1800/1870/1873f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1870/1873f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1800/1870/1873ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1800/1870/1873fr.jpg#h=640&w=350","//cdn.loc.gov/service/pnp/bbc/1800/1870/1873fv.jpg#h=1024&w=560","http://www.loc.gov/pictures/collection/bbc/item/2008678040/","http://hdl.loc.gov/loc.pnp/bbc.1873b","http://www.loc.gov/item/2008678040/","http://www.loc.gov/pictures/item/2008678040/","http://hdl.loc.gov/loc.pnp/bbc.1873f","http://www.loc.gov/resource/bbc.1873f/","http://www.loc.gov/resource/bbc.1873b/","http://lccn.loc.gov/2008678040","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678041/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","tannehill, lee (team member)","chicago white sox","chicago","american league","third baseman","baseball cards","relief prints","color","","","","","1774","bbc","catalog","baseball-cards","","[Leoford Tannehill, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 134 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678041/","False","//cdn.loc.gov/service/pnp/bbc/1800/1870/1874f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1870/1874f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1870/1874ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1870/1874fr.jpg#h=640&w=355","//cdn.loc.gov/service/pnp/bbc/1800/1870/1874fv.jpg#h=1024&w=568","http://www.loc.gov/pictures/collection/bbc/item/2008678041/","http://hdl.loc.gov/loc.pnp/bbc.1874b","http://www.loc.gov/item/2008678041/","http://www.loc.gov/pictures/item/2008678041/","http://hdl.loc.gov/loc.pnp/bbc.1874f","http://www.loc.gov/resource/bbc.1874f/","http://www.loc.gov/resource/bbc.1874b/","http://lccn.loc.gov/2008678041","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678042/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","weaver, buck (team member)","chicago white sox","chicago","american league","shortstop","baseball cards","relief prints","color","","","","","1775","bbc","catalog","baseball-cards","","[George Weaver, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 135 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678042/","False","//cdn.loc.gov/service/pnp/bbc/1800/1870/1875f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1870/1875f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1870/1875ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1800/1870/1875fr.jpg#h=640&w=352","//cdn.loc.gov/service/pnp/bbc/1800/1870/1875fv.jpg#h=1024&w=564","http://www.loc.gov/pictures/collection/bbc/item/2008678042/","http://hdl.loc.gov/loc.pnp/bbc.1875b","http://www.loc.gov/item/2008678042/","http://www.loc.gov/pictures/item/2008678042/","http://hdl.loc.gov/loc.pnp/bbc.1875f","http://www.loc.gov/resource/bbc.1875f/","http://www.loc.gov/resource/bbc.1875b/","http://lccn.loc.gov/2008678042","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678043/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","white, doc (team member)","chicago white sox","chicago","american league","pitcher","baseball cards","relief prints","color","","","","","1776","bbc","catalog","baseball-cards","","[G. Harris White, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 136 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678043/","False","//cdn.loc.gov/service/pnp/bbc/1800/1870/1876f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1870/1876f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1800/1870/1876ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1800/1870/1876fr.jpg#h=640&w=361","//cdn.loc.gov/service/pnp/bbc/1800/1870/1876fv.jpg#h=1024&w=578","http://www.loc.gov/pictures/collection/bbc/item/2008678043/","http://hdl.loc.gov/loc.pnp/bbc.1876b","http://www.loc.gov/item/2008678043/","http://www.loc.gov/pictures/item/2008678043/","http://hdl.loc.gov/loc.pnp/bbc.1876f","http://www.loc.gov/resource/bbc.1876f/","http://www.loc.gov/resource/bbc.1876b/","http://lccn.loc.gov/2008678043","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678044/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","zeider, rollie (team member)","chicago white sox","chicago","american league","first baseman","baseball cards","relief prints","color","","","","","1777","bbc","catalog","baseball-cards","","[Rollie Zeider, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 137 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678044/","False","//cdn.loc.gov/service/pnp/bbc/1800/1870/1877f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1870/1877f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1800/1870/1877ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1800/1870/1877fr.jpg#h=640&w=357","//cdn.loc.gov/service/pnp/bbc/1800/1870/1877fv.jpg#h=1024&w=572","http://www.loc.gov/pictures/collection/bbc/item/2008678044/","http://hdl.loc.gov/loc.pnp/bbc.1877b","http://www.loc.gov/item/2008678044/","http://www.loc.gov/pictures/item/2008678044/","http://hdl.loc.gov/loc.pnp/bbc.1877f","http://www.loc.gov/resource/bbc.1877f/","http://www.loc.gov/resource/bbc.1877b/","http://lccn.loc.gov/2008678044","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678045/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","adams, bert (team member)","cleveland naps","cleveland","american league","catcher","baseball cards","relief prints","color","","","","","1778","bbc","catalog","baseball-cards","","[John B. Adams, Cleveland Naps, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 138 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678045/","False","//cdn.loc.gov/service/pnp/bbc/1800/1870/1878f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1800/1870/1878f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1800/1870/1878ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1800/1870/1878fr.jpg#h=640&w=360","//cdn.loc.gov/service/pnp/bbc/1800/1870/1878fv.jpg#h=1024&w=577","http://www.loc.gov/pictures/collection/bbc/item/2008678045/","http://hdl.loc.gov/loc.pnp/bbc.1878b","http://www.loc.gov/item/2008678045/","http://www.loc.gov/pictures/item/2008678045/","http://hdl.loc.gov/loc.pnp/bbc.1878f","http://www.loc.gov/resource/bbc.1878f/","http://www.loc.gov/resource/bbc.1878b/","http://lccn.loc.gov/2008678045","","","","","","","",""
